enrl_tot,teachers,calw_pct,meal_pct,computer,comp_stu,expn_stu,str,avginc,el_pct,class,testscr
3981,210,41.7734,51.7709,606,0.15222307,5358.517,18.957144,12.749143,8.842,0,649.5
3272,150,24.022,76.7726,374,0.11430318,4825.591,21.813334,9.986,31.204155,0,654.1
4458,211,22.2222,72.3208,445,0.09982055,5098.627,21.127962,10.676,36.025124,0,635.95
3835,186.2,13.9911,72.8628,897,0.23389831,5533.1494,20.596134,11.938,34.88918,0,635.6
2141,105.82,26.4965,65.3828,134,0.062587574,5279.354,20.23247,12.077,11.349836,0,638.7
6219,268,21.4986,100,571,0.091815405,4793.37,23.205223,7.5,52.243126,0,628.65
3074,142.55,11.2898,66.1949,249,0.08100195,5034.29,21.564363,11.592,38.158752,0,632.85
184,9,22.2826,85.8696,40,0.2173913,5090.045,20.444445,8.178,45.108696,0,628.4
1588,85,22.4072,85.1472,198,0.12468514,5415.153,18.682352,8.523,40.491184,0,623.1
2357,114,16.801,90.6237,216,0.09164192,4555.4644,20.675438,8.019,76.66525,0,622.6
476,19,43.8559,100,0,0,4659.6616,25.052631,9.63,39.07563,0,622.05005
2538,130.5,18.9111,70.8167,169,0.066587865,5107.0864,19.448277,7.405,45.074863,0,621.75
475,21,21.6495,91.5464,53,0.11157895,4542.105,22.619047,9.63,16.210526,0,621.4
2688,135,23.4375,93.2292,139,0.05171131,5433.5933,19.911112,5.699,49.813988,0,620.3
1217,61.4,33.908,88.0952,78,0.06409203,5485.496,19.820847,8.174,30.32046,0,628.55005
852,42.07,24.2142,94.2957,80,0.09389672,6026.36,20.25196,7.454,49.413143,0,617.35
7306,319.8,17.0015,88.0349,742,0.10156036,4997.8716,22.84553,7.9831815,73.72023,0,623.2
649,36,14.6379,76.2712,31,0.047765795,5621.456,18.027779,9.63,80.12326,0,616.45
987,47,71.7131,98.6056,56,0.056737587,5447.345,21,7.385,54.609932,0,616.3
446,21,18.6099,85.8744,86,0.19282511,4547.6924,21.238094,8.931,52.9148,0,615.75
2247,108,78.9942,87.3164,0,0,5036.2114,20.805555,11.613333,40.27592,0,612.65
379,19,32.19,93.1398,35,0.092348285,5355.5483,19.947369,7.385,30.079157,0,612.5
888,42.5,18.8063,100,66,0.074324325,4565.746,20.894117,8.174,46.95946,0,609
195,10,12.9032,94.6237,28,0.14358975,5253.331,19.5,6.577,68.71795,0,606.75
1335,71.5,33.1086,78.427,171,0.12808989,5235.988,18.67133,9.080333,13.857677,0,640.85
1550,82.9,55.0323,76.3226,169,0.10903226,5501.9546,18.697226,8.978,30.000002,0,643.6
487,24.34,24.6094,77.1484,0,0,4818.613,20.008217,8.279,20.53388,0,616.3
2601,135,15.0711,92.1953,269,0.10342176,5223.912,19.266666,7.305,70.011536,0,623.45
6880,303.03,21.2824,94.9712,960,0.13953489,5064.6157,22.704023,7.022,77.00581,0,619.8
1735,87.14,47.2622,75.5043,222,0.12795389,5609.488,19.910488,10.523,1.3832853,0,641.55
2267,103.68,19.1517,84.4338,177,0.07807675,5272.192,21.865355,11.3325,35.46537,0,626.80005
2471,121.86,23.796,87.7782,275,0.11129098,5119.158,20.277367,9.709,53.055443,0,627.3
2488,125,12.692,55.093,202,0.08118971,5117.1416,19.904,11.431,53.4164,0,625.85
5370,280,19.5717,81.1173,562,0.1046555,4559.177,19.178572,22.06,65.5121,0,627.25
1657,90.4,28.8473,84.7314,204,0.123114064,5225.719,18.329645,9.598,56.125526,0,626.9
10012,464.9,29.7639,91.5934,721,0.07201359,5036.459,21.535814,8.126616,65.12186,0,625.3
2102,99.75,15.3199,90.2849,224,0.10656518,5347.4585,21.072681,12.409,63.130356,0,624.95
4142,201,35.5625,81.5065,569,0.13737325,5342.2334,20.606966,6.613,80.42009,0,624.55005
452,22,14.4989,81.0235,55,0.121681415,4614.252,20.545454,8.554,11.061947,0,624.15
847,44,16.2928,90.2007,67,0.07910272,5139.1646,19.25,8.934,55.962215,0,623.6
577,29.95,20.3361,46.0504,134,0.2322357,4882.237,19.265442,14.197,0,1,652.35
2903,138.12,11.1264,34.4471,192,0.066138476,5431.1772,21.017956,16.272,3.1691353,1,655.55
129,6.6,13.9535,27.1318,17,0.13178295,5195.919,19.545454,11.834,0,1,669.8
565,29.65,6.7257,36.6372,60,0.10619469,5382.089,19.055649,13.63,16.99115,1,655.69995
187,9.76,17.5532,44.6809,37,0.19786096,4357.826,19.159836,9.485,8.5561495,1,669.35
2617,107.195,8.3682,32.3697,226,0.08635843,4547.945,24.413452,11.88575,12.800917,1,651.2
419,18.67,13.9535,50,58,0.13842481,4924.619,22.442421,12.708,5.2505965,1,652.1
576,31,3.9931,28.125,92,0.15972222,4907.3926,18.580645,11.116,9.548612,1,668.4
108,5,3.6697,32.1101,25,0.23148148,4432.478,21.6,9.665,4.6296296,1,652
859,42.84,16.4144,40.163,118,0.13736904,5730.349,20.051353,12.666,0.116414435,1,656.4
332,18.8,9.0361,34.0361,73,0.21987952,4963.06,17.659575,15.493,13.253013,1,655.4
1212,65.9,22.1947,46.1221,116,0.09570957,5090.588,18.391502,10.551,3.960396,1,669.95
224,9,5.3571,35.2679,15,0.06696428,4742.514,24.88889,9.709,4.464286,1,668.1
2596,135.35,3.0046,19.53,249,0.09591679,5112.39,19.179903,15.519,1.5793529,1,670
777,36.85,12.9887,39.8487,148,0.1904762,5482.6772,21.085482,13.243,1.1583011,1,656.80005
516,26,9.2593,24.8148,65,0.125969,4974.2812,19.846153,13.467,1.9379845,1,651.9
223,11.5,1.7544,17.5439,60,0.2690583,4980.2944,19.391304,18.626,0,1,650.9
586,26,7.5085,37.884,78,0.1331058,5724.442,22.538462,12.394,0.85324234,1,655.8
412,20.1,8.7379,60.9223,72,0.17475729,5078.5,20.497513,11.116,9.46602,1,655.35
2214,108.35,12.8726,36.4499,213,0.096205965,5951.006,20.433779,16.407,17.028004,1,653.1
451,25,8.6475,11.7517,75,0.16629712,5700.4023,18.04,16.321,3.9911308,1,668.6
793,39.8,4.4136,30.7692,49,0.061790667,4944.0923,19.924623,19.068,2.2698612,1,653.5
158,8,6.3291,25.3165,34,0.21518987,4529.2837,19.75,11.649,8.86076,1,657.15
3303,146.5,4.6624,16.9543,379,0.11474417,4969.381,22.546076,18.118666,5.025734,1,669.1
324,15.4,13.0031,58.2043,50,0.15432099,4276.115,21.038961,9.63,2.4691358,1,651.45
536,22.5,5.597,28.1716,35,0.065298505,4260.3066,23.822222,10.264,8.768657,1,653.55005
307,15.85,5.5375,28.6645,36,0.117263846,4718.163,19.369085,14.578,7.4918566,1,653.69995
140,6.75,7.8571,45.7143,25,0.17857143,4566.27,20.74074,10.639,10.714286,1,651.80005
347,17.5,18.4438,53.6023,56,0.16138329,4751.3,19.828571,10.202,9.798271,1,653.8
1457,73.13,5.9823,42.964,0,0,5627.528,19.923426,19.997,27.453672,1,668.9
865,43.5,3.0842,12.5741,96,0.11098266,4797.5034,19.885057,14.578,3.352601,1,655.19995
780,41.15,16.5394,50.7634,75,0.09615385,5261.3706,18.955042,14.197,3.846154,1,651.4
2045,107.21,12.1271,40.9291,268,0.13105135,5532.582,19.074713,13.712,1.3691932,1,654.19995
101,5,11.8812,59.4059,14,0.13861386,4776.3364,20.2,9.952,2.970297,1,672.2
2801,139.3,5.0339,23.0989,615,0.21956444,5205.942,20.107681,20.546,2.070689,1,669.35
118,5.5,8.3333,51.6667,10,0.084745765,4451.257,21.454546,8.934,7.6271186,1,668.8
157,9.25,1.8987,10.1266,19,0.12101911,4884.8623,16.972973,13.63,9.55414,1,654.85
170,7.5,10.5882,32.3529,41,0.24117647,4145.836,22.666666,11.912,1.764706,1,652.4
103,5,5.8252,23.301,13,0.1262136,5249.3647,20.6,8.776,0.9708738,1,654.9
1221,61.6,4.3407,25.3071,250,0.20475021,5169.815,19.821428,19.026,7.2891073,1,652.85
4153,199.86,7.5269,23.4409,241,0.05803034,4965.29,20.779545,16.323,4.984349,1,655.05005
188,9,6.383,36.7021,41,0.21808511,6002.072,20.88889,18.799,4.7872343,1,669.85
900,50.75,2.1018,24.3363,145,0.16111112,5191.8345,17.73399,21.967,20.666666,1,668.65
156,6.05,10.4294,47.8528,7,0.044871796,3926.0696,25.785124,10.098,9.615385,1,654.19995
1349,65.2125,2.0015,8.6731,259,0.19199407,4612.9897,20.686218,15.56725,0.22238696,1,667.45
868,45.2,16.5899,29.8387,78,0.08986175,4965.808,19.203539,13.248,0.5760369,1,662.7
507,26.65,13.2039,37.0874,60,0.1183432,5358.326,19.024391,14.01,0,1,662.75
822,46.65,8.0738,25.6055,105,0.12773722,5784.625,17.620579,14.163,0.8515815,1,662.9
1792,88.55,3.125,20.9263,143,0.07979911,5072.7046,20.237154,15.771,5.524554,1,663.35
1202,62.3,12.0769,35.8462,190,0.15806988,5556.041,19.29374,14.483333,0,1,663.44995
515,27.35,16.1165,26.2136,58,0.11262136,5190.31,18.82998,14.209,0,1,663.5
1354,66.57,12.0384,36.4845,263,0.19423929,5211.4854,20.339493,15.167,2.4372232,1,663.85
1252,65.11,9.4512,43.2165,113,0.09025559,5284.164,19.228996,12.58425,20.766773,1,663.85
2231,114.3,2.9161,13.3692,258,0.11564321,5599.608,19.51881,16.956,13.626176,1,664
271,14.2,4.4674,25.4296,81,0.29889297,4881.8994,19.084507,17.709,13.284133,1,664
309,15.5,4.2071,32.6861,85,0.27508092,4700.432,19.935484,16.272,1.9417475,1,664.15
3005,159.22,8.619,33.8103,308,0.10249584,5650,18.873257,17.9008,23.061565,1,664.15
966,47.96,20.9581,47.3054,114,0.11801242,5318.2407,20.141785,11.834,0.621118,1,664.3
762,35.5,10.8108,30.3732,54,0.070866145,5143.1904,21.464788,12.431,0,1,664.44995
1708,89,8.4895,29.0398,206,0.120608896,5133.01,19.191011,15.167,2.2248244,1,664.7
129,5,9.3023,50.3876,10,0.07751938,4016.4163,25.8,10.639,6.2015505,1,664.94995
580,29.44,11.8966,30.1724,114,0.19655173,5179.6445,19.701086,15.297,3.965517,1,665.2
2569,138,5.4864,24.7471,326,0.12689762,5400,18.615942,17.369446,15.336707,1,665.35
670,33.5,0.4161,13.8696,47,0.07014925,5003.87,20,22.842,12.537314,1,665.9
675,33.7,0,31.8519,87,0.12888889,4543.305,20.029673,21.957,14.962962,1,666.05005
2458,124.07,6.0187,24.6035,193,0.07851912,5229.5913,19.811398,18.796833,11.269325,1,666.1
144,8,4.1667,44.4444,14,0.097222224,4507.353,18,10.639,9.722222,1,666.15
573,29.6,6.993,15.2098,48,0.083769634,5302.628,19.358109,17.508,3.3158813,1,666.15
3548,170.65,3.26,14.8509,335,0.09441939,4522.3755,20.791094,16.293,0.3664036,1,662.65
400,22,13.8009,29.8643,65,0.1625,5478.8457,18.181818,15.752,0,1,667.6
717,35.95,8.8889,24.7222,100,0.13947001,5442.143,19.944366,16.347,2.2315202,1,662.55005
160,8,11.25,56.875,39,0.24375,4138.3057,20,7.5,9.375,1,662.4
1425,71.83,5.0926,19.8302,65,0.045614034,4999.4688,19.838507,17.508,4.9122806,1,667.19995
2770,140.11,3.6101,25.5596,296,0.10685921,4806.7617,19.77018,18.338,11.949459,1,657.65
551,28.5,15.2344,51.5625,46,0.083484575,4840.936,19.333334,11.426,3.9927404,1,657.75
1712,81.28,5.3738,32.6519,122,0.07126168,5179.411,21.062992,14.062,9.871495,1,658
370,19.8,6.5041,36.3144,56,0.15135135,4385.2295,18.686869,12.174,0.5405406,1,658.35
3182,153.2,3.5305,26.9433,328,0.103079826,4777.5127,20.770235,12.9,8.956632,1,658.6
139,7.2,0.7194,29.4964,32,0.23021583,4862.7905,19.305555,10.971,6.4748197,1,658.8
1068,51.67,12.8277,36.7978,129,0.12078652,5486.3823,20.669636,14.76,0.18726592,1,659.15
2295,103,4.0395,31.3709,224,0.097603485,4631.2437,22.281553,14.603,13.986929,1,659.35
1510,73.3,10.2598,37.1086,141,0.093377486,5189.628,20.600271,13.522333,8.741721,1,659.4
579,27.8,1.5,31.5,60,0.103626944,4600.6064,20.82734,16.669,20.034542,1,659.4
2272,108.75,4.0493,16.0651,307,0.13512324,5182.3657,20.891954,17.332,1.3204225,1,667.15
1588,83.4,6.7985,20.581,220,0.13853905,5301.7163,19.040768,18.671,3.84131,1,666.85
830,46.66,10.4119,32.6087,95,0.11445783,4906.0303,17.788256,14.18,0.48192772,1,666.69995
546,27.6,13.9194,54.7619,60,0.10989011,4777.769,19.782608,10.098,13.736264,1,660.19995
248,11.12,7.4627,21.2687,51,0.20564516,4302.835,22.302158,15.365,0,1,660.3
244,11,15.5738,40.1639,15,0.06147541,5118.373,22.181818,12.64,6.967213,1,666.65
2325,115.3,2.8817,15.6559,302,0.12989247,4890.987,20.164787,21.1105,22.709679,1,661.45
564,27.43,6.8966,21.3793,46,0.081560284,4905.221,20.561428,18.369,4.4326243,1,661.6
895,47.58,17.5532,42.4468,70,0.07821229,5408.7817,18.810423,14.18,1.8994414,1,661.85
105,5.73,0,0,16,0.15238096,4877.0864,18.324608,13.586,10.476191,1,661.9
1449,76.99,16.5279,42.6009,125,0.08626639,5111.7393,18.820627,12.64,1.242236,1,661.95
510,24.5,20.3922,45.8824,95,0.18627451,5201.5156,20.816326,11.103,0,1,662.4
433,22,9.3361,25.1037,50,0.11547344,5743.597,19.681818,15.506,1.3856814,1,662.45
868,45,4.7235,19.0092,122,0.140553,5118.1304,19.288889,15.167,0,1,671.3
992,46.97,3.7298,22.8831,160,0.16129032,4615.9087,21.119864,11.116,5.141129,1,666.55005
2326,117.8,17.9751,52.2523,345,0.1483233,5149.1865,19.74533,11.426,6.4058466,1,649.69995
734,36,2.0243,12.8205,117,0.15940054,4920.7773,20.38889,16.956,6.5395093,1,672.69995
814,39,19.7789,67.4447,85,0.10442261,4518.016,20.871796,15.177,13.759213,1,630.4
218,10.1,2.2422,25.1121,49,0.22477064,4320.6787,21.584158,11.238,6.422018,1,672.55005
2208,114.5,14.414,53.2106,92,0.041666668,4960.5156,19.283842,9.63,9.873188,1,643.05
1255,55,11.3222,44.2597,165,0.13147411,4880.0405,22.818182,15.274,16.095617,1,643.19995
198,9,2.451,12.7451,24,0.121212125,4593.197,22,12.64,0,1,672.45
1987,103.37,15.2812,54.6541,283,0.14242576,4757.0254,19.222212,11.183,15.349774,1,642.2
2707,141.02,5.1396,19.2308,300,0.11082379,5235.775,19.195858,20.480223,4.469893,1,679.75
224,10,7.1429,58.0357,31,0.13839285,4741.957,22.4,13.192,7.589286,1,643.69995
158,7.8,13.75,16.25,15,0.094936706,5399.3833,20.25641,20.474,0,1,682.65
125,7.08,4,14.4,25,0.2,4645.413,17.655367,14.177,0,1,681.6
548,32.2,7.6642,31.3869,35,0.06386861,5685.639,17.018633,14.867,11.49635,1,644.4
953,52.6,7.9876,33.9212,135,0.14165792,5433.514,18.11787,14.263,0,1,672.3
275,13,12.7273,45.8182,4,0.014545455,4692.567,21.153847,14.578,4.7272725,1,644.45
296,15.43,5.5921,25.9868,42,0.1418919,5254.632,19.183409,22.758,5.4054055,1,672.35
2987,154.17,2.0422,11.1818,290,0.097087376,4825.202,19.374716,18.726,0.5021761,1,673.3
208,11,9.3897,32.8638,21,0.100961536,5388.1704,18.90909,13.443,0,1,673.55
239,12.2,15.6118,69.6203,30,0.12552302,4441.673,19.590164,14.066,8.786611,1,640.9
417,23,19.9041,46.0432,27,0.0647482,5349.3677,18.130434,11.83,0.9592326,1,637.1
134,6,0.7463,3.7313,27,0.20149253,5094.959,22.333334,21.957,2.238806,1,682.15
600,32,2.6941,29.3185,55,0.09166667,4841.9585,18.75,16.064,5.3333335,1,682.45
516,21.5,0.969,27.7132,50,0.09689923,4392.6797,24,23.733,11.046512,1,676.85
326,16.28,4.2945,11.0429,42,0.12883435,4854.038,20.024569,18.626,0,1,676.6
2089,102.78,2.5185,14.037,318,0.15222594,4993.635,20.324966,16.356,0.14360937,1,676.55
460,24.22,10.5932,66.9492,71,0.15434782,4993.8677,18.992569,13.725,17.173914,1,637.95
354,17.8,10.2778,59.7222,28,0.07909604,4663.811,19.887642,10.098,9.887006,1,638
594,33.18,12.2689,25.3782,75,0.12626262,5371.173,17.902351,11.834,1.6835017,1,675.7
610,30.98,8.5246,56.0656,144,0.23606557,4704.044,19.690123,11.283,3.4426231,1,639.25
878,47.9,1.375,15.75,105,0.11958998,5329.782,18.329853,17.508,2.7334852,1,675.4
706,37.74,2.5937,23.0548,103,0.14589235,4789.309,18.706942,13.712,0.14164306,1,674.25
426,20,3.9906,64.7887,87,0.20422535,4436.153,21.3,11.938,9.6244135,1,639.9
945,46,4.2399,10.6515,216,0.22857143,5088.708,20.543478,19.3465,2.5396826,1,680.05005
379,23.1,2.9024,22.1636,29,0.07651715,5133.827,16.406925,15.18,22.691294,1,673.55
567,30.08,4.8951,29.021,103,0.18165785,5156.437,18.849733,18.593,0,1,672.05005
353,19.98,8.6721,33.0623,8,0.02266289,5238.392,17.667667,14.653,5.3824363,1,635.05
752,39.5,11.7105,34.0789,0,0,5500.108,19.037975,14.076,0.13297872,1,644.19995
806,41.53,7.1788,56.6751,36,0.044665013,5105.1797,19.407658,12.431333,30.148884,1,644.69995
2019,102.78,10.2526,40.5646,167,0.082714215,5193.6924,19.6439,11.238,5.9435363,1,646.55
721,35.73,1.8494,18.4941,82,0.11373093,5545.6104,20.179121,18.593,0.69348127,1,666.44995
383,20.45,6.0052,10.1828,49,0.12793733,5351.523,18.728605,15.381,0,1,678.05005
678,34.84,2.5074,15.9292,47,0.069321536,5450.1035,19.46039,15.167,0.14749262,1,671.65
727,39.9,10.1788,32.1871,50,0.06877579,4842.608,18.22055,9.972,13.0674,1,647.6
374,18.45,6.6845,7.4866,46,0.122994654,4219.4062,20.271002,15.409,4.2780747,1,647.6
1579,80.24,5.5556,21.7803,165,0.10449652,5146.784,19.678465,15.428,0.063331224,1,677.95
797,38,7.0263,35.7591,60,0.075282305,4674.299,20.973684,16.293,3.2622333,1,648.25
919,46.89,1.0493,0,141,0.15342765,4829.8965,19.599062,20.134,0.3264418,1,679.80005
1254,57,1.5823,12.5,0,0,5208.226,22,25.063,10.127591,1,684.95
2409,108.66,8.1515,52.1202,354,0.14694895,5100.9756,22.17007,14.258572,27.521791,1,649.15
150,8.25,3.2258,23.2258,16,0.10666667,5132.7886,18.181818,18.326,14,1,649.30005
441,20.15,3.5635,37.1938,45,0.10204082,4402.8315,21.885857,23.733,24.263039,1,645
240,11.15,15.4167,47.9167,101,0.42083332,5099.381,21.524664,9.824,4.5833335,1,661.2
140,7,3.5714,39.2857,40,0.2857143,4830.326,20,12.875,7.857143,1,648.35
162,8.4,16.9591,33.9181,23,0.14197531,5210.7246,19.285715,10.643,0,1,671.69995
246,11.5,9.7561,43.9024,38,0.15447155,5161.202,21.391304,11.081,16.666668,1,646.94995
297,15.35,2.3569,4.0404,70,0.23569024,4273.993,19.348534,13.906,0,1,677.25
235,12.6,4.661,5.9322,30,0.12765957,5319.5537,18.650793,18.283,0.4255319,1,684.35
519,26,16.763,37.9576,65,0.12524085,4613.1875,19.961538,15.131,1.9267824,1,646.2
2536,127.11,2.0328,2.0328,343,0.13525237,4504.295,19.951223,27.816,2.444795,1,672.05
222,11.66,7.5893,40.625,30,0.13513513,4886.984,19.039452,14.578,13.513513,1,646.35
1862,89.09,2.8297,21.0892,231,0.124060154,4632.0684,20.900213,21.566,0.26852846,1,671.9
133,6,11.194,35.8209,0,0,5213.0894,22.166666,11.426,0.7518797,1,646
155,8,0.6452,12.2581,32,0.20645161,5695.467,19.375,17.709,4.516129,1,671.94995
526,28.02,3.9924,11.4068,33,0.06273764,5644.286,18.772305,13.567,0,1,683.4
1452,70.5,2.426,10.4142,183,0.12603305,5028.5615,20.595745,17.656,0,1,671.9
11474,542.65,40.5526,77.0089,1248,0.10876765,5742.733,21.144382,10.3644285,38.783337,2,634.7
11629,546.3,25.3794,83.8737,1015,0.08728179,5100.202,21.286839,9.428895,59.033455,2,636.9
16244,766.65,17.4531,69.7399,1423,0.08760157,5645.4956,21.188286,12.581577,49.864567,2,630.35
20927,953.5,10.9114,82.3926,1048,0.050078847,4969.1807,21.947561,13.400625,58.216656,2,633.15
14708,700.94,13.5301,45.7234,1962,0.13339679,4969.511,20.983252,18.319876,12.680175,2,665.95
8416,391.42,12.399,71.9121,1333,0.15838878,5065.911,21.5012,12.6699,43.75,2,645.1
15228,708.83,1.7154,4.6909,2232,0.1465721,4962.737,21.48329,27.475216,8.648542,2,686.69995
25151,1186.7,17.4426,80.1956,1713,0.068108626,5117.0396,21.194069,11.722225,49.82307,2,626.1
9328,537.88,7.4875,39.0368,1719,0.18428388,5360.517,17.342157,25.487333,50.85763,2,644.2
18255,903.76,11.2217,58.5331,2001,0.109613806,5081.17,20.198946,15.293799,39.59463,2,648
19402,846.38,20.5237,51.2421,1182,0.060921554,4906.23,22.92351,14.127667,18.436245,2,639.75
10625,521.47,7.4975,77.5256,896,0.08432941,5615.442,20.375095,12.3018,50.39059,2,631.9
15386,669.36,12.5064,71.4331,1762,0.11451969,5338.1855,22.986137,11.4829445,49.642532,2,628.25
12380,620.38,12.2952,31.0189,1671,0.13497576,5156.857,19.955511,16.654112,4.8142166,2,661.85
13668,648.41,28.1753,56.2994,1321,0.09664911,5159.2188,21.079256,14.2267275,9.8990345,2,640.15
21338,1051.58,13.2272,45.995,2889,0.13539226,5123.474,20.291372,14.2983,34.3378,2,647.25
12567,546.05,7.6231,40.3995,1099,0.087451264,4603.6597,23.014376,17.823,27.540382,2,652.1
10218,508.75,17.4202,70.8064,1435,0.14043844,5518.702,20.08452,10.60247,41.133293,2,641.44995
10337,540.05,37.2269,58.5454,1268,0.12266615,5456.1973,19.140821,12.343,12.353681,2,644.55
10696,487.97,22.1578,70.8957,1306,0.12210172,5257.9966,21.91938,11.785,52.804787,2,630.55
19294,924.57,18.9319,50.9708,2401,0.12444283,5280.0234,20.868078,15.684654,16.663212,2,657
27176,1429,39.2184,84.295,3324,0.122313805,5864.366,19.017494,12.109128,28.863705,2,630.55
9775,484.5,13.043,62.5039,1218,0.12460358,5337.6255,20.175438,15.413177,44.971867,2,646.9
11855,588.84,9.0158,32.7655,1507,0.12711936,5486.03,20.132803,17.4352,20.725431,2,659.05005
11885,549.84,10.1977,30.4417,1790,0.15061001,4929.393,21.615377,16.473312,29.12074,2,661.6
7710,327.3,4.4722,15.9299,814,0.10557717,4709.054,23.556372,18.6202,3.2555122,3,664.4
8432,360.5,6.3923,22.9839,0,0,5397.6895,23.389736,14.097667,4.9691653,3,666.6
9028,449.92,13.9885,69.9425,669,0.07410279,5470.5625,20.065788,13.405117,37.49446,3,631.85
9850,489.3,3.335,30.6437,1113,0.112994924,5081.4556,20.1308,20.87575,18.558376,3,664.75
10619,565.51,2.5384,28.3766,1150,0.10829645,5374.0503,18.77774,25.02962,18.457481,3,664.95
4521,236.58,3.7052,31.0828,494,0.10926786,5427.549,19.109816,16.757801,32.07255,3,665.1
6022,286.8,6.395,36.0007,756,0.12553969,5726.1465,20.997211,22.096,27.665228,3,665.65
3280,158.4,2.7523,7.8593,406,0.12378049,4819.904,20.707071,25.239716,6.0670733,3,684.80005
6601,305,1.1968,15.0886,706,0.106953494,4747.296,21.642624,25.03,6.9080443,3,666
7151,318.58,18.5481,61.7382,560,0.07831073,5245.44,22.446482,15.404071,31.072578,3,631.95
5010,239.4,5.2989,27.3545,576,0.11497006,4802.153,20.927319,19.823126,9.640718,3,662.55005
5205,242.5,8.3189,37.2911,474,0.091066286,4954.4663,21.463917,15.749917,22.939482,3,657.8
5259,262.23,2.3959,19.0911,701,0.1332953,5281.709,20.054913,23.806099,15.059897,3,678.8
8735,408.2,7.4966,21.3434,1120,0.1282198,5397.1616,21.398823,18.6306,32.707497,3,655.30005
4928,229.2,8.542,25.8885,618,0.12540585,5139.9375,21.500874,14.623,5.9253244,3,654.85
3669,201.97,11.3589,41.0546,500,0.13627692,4899.2397,18.166063,13.225,24.25729,3,654.6
4734,232.75,2.6078,19.3725,586,0.123785384,4922.94,20.33942,18.82723,10.857626,3,668.95
